zipcode,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Area_km2,centroid_lat,centroid_lon,dist_to_center,IRS_Wealth_Raw,AGI_per_return,Households_200k,Population,HH200k_per_km2,Travel_Time_Min,city_key,city_name,airport_code,IRS_Norm,Density_Norm,Pop200k_Norm,Time_Norm,AGI_Norm,Time_Squared,Geometric_Score,Score_Fmt,IRS_Fmt,AGI_Fmt,HH200k_Fmt,Pop_Fmt,Corporate_Power_Index,total_employment,estimated_revenue_M,power_employment,power_emp_pct,Combined_Score
92657,92657,B5,G6350,S,21494836,1549909,33.5950576,-117.8291306,21.494836,33.59436721799165,-117.83207751349411,63.54136466592712,0.5677916084465495,619.1735234215886,1775.0,9169.0,82.5779736118945,57.16666666666666,los_angeles,Los Angeles,LAX,0.5677916084465495,0.0059213592597315,0.1261639064610135,0.2873769024171889,0.1406037393568417,0.0825854840428985,0.1810941395478559,18.11%,56.8%,$1k,"1,775","9,169",17.493831798018988,2664,691.8,1461,54.84234234234234,0.1780162287640229
92629,92629,B5,G6350,S,13103804,3032515,33.4750606,-117.7056302,13.103804,33.47479637705235,-117.70556228347525,81.22061812403606,0.1367025742231173,177.70710659898478,3107.0,26144.0,237.1067210712248,75.93333333333334,los_angeles,Los Angeles,LAX,0.1367025742231173,0.0170020408221477,0.2208401449996446,0.3881826320501342,0.0403542508730452,0.1506857558253699,0.1245571025887967,12.46%,13.7%,$0k,"3,107","26,144",15.54823755008186,7858,1832.3,3268,41.58819037923136,0.1400197390448076
91108,91108,B5,G6350,S,9813448,18177,34.1223718,-118.1142336,9.813448,34.122335582410265,-118.11356612305816,14.298139852258853,0.330664870447992,369.2759433962264,1740.0,12559.0,177.30771080664005,45.23333333333333,los_angeles,Los Angeles,LAX,0.330664870447992,0.0127140762758492,0.1236761674603738,0.2232766338406445,0.0838562640875101,0.0498524552192092,0.1343126831967047,13.43%,33.1%,$0k,"1,740","12,559",16.894879742065573,2632,673.2,1392,52.88753799392097,0.1516307403086802
90049,90049,B5,G6350,S,38778176,1359,34.0925404,-118.4910639,38.778176,34.08750412793085,-118.489778750415,23.003474561671226,0.4086370285423144,467.96203238414296,6536.0,35819.0,168.54841238535818,33.983333333333334,los_angeles,Los Angeles,LAX,0.4086370285423144,0.012085979574671,0.4645674888051745,0.1628469113697403,0.1062661905609897,0.026519116542664,0.1706155530673182,17.06%,40.9%,$0k,"6,536","35,819",24.80258221981313,15669,4301.35,9755,62.25668517454848,0.2093206876327247
90212,90212,B5,G6350,S,2451840,0,34.0621605,-118.4018817,2.45184,34.06216041826966,-118.40188176890813,14.614154484569056,0.4561666754167966,545.3293430656935,1451.0,10881.0,591.8004437483686,28.933333333333334,los_angeles,Los Angeles,LAX,0.4561666754167966,0.04243580805182,0.103134551140806,0.1357206803939122,0.1238349863416868,0.0184201030865864,0.1406288009550129,14.06%,45.6%,$1k,"1,451","10,881",25.17401937829356,13450,3803.3,8929,66.38661710037175,0.1961844973689742
90025,90025,B5,G6350,S,6606767,3875,34.0454209,-118.445873,6.606767,34.045534757283214,-118.4458106599919,18.63554037860016,0.1820414397167943,243.1803335919317,4991.0,44429.0,755.4375687836426,20.98333333333333,los_angeles,Los Angeles,LAX,0.1820414397167943,0.0541696174828605,0.3547515814912218,0.0930170098478066,0.0552221032516417,0.0086521641210269,0.1002006472119287,10.02%,18.2%,$0k,"4,991","44,429",31.3211404300102,33621,9117.35,20371,60.59010737336784,0.2067060257560153
91105,91105,B5,G6350,S,10866791,85275,34.1394598,-118.1666485,10.866791,34.14050035644464,-118.16712533889554,12.08803309093842,0.268706117734071,316.74903703703706,2292.0,12692.0,210.91783213646053,42.18333333333333,los_angeles,Los Angeles,LAX,0.268706117734071,0.0151241330313272,0.16291136541332,0.2068934646374216,0.0719283001620888,0.042804905709676,0.1262684392352322,12.63%,26.9%,$0k,"2,292","12,692",20.78602984104691,20835,4881.05,8779,42.1358291336693,0.1670643688228506
92603,92603,B5,G6350,S,25865593,0,33.6292589,-117.7940798,25.865593,33.62925920166835,-117.79407956581066,62.73817289868404,0.2337299554254062,317.22632158590307,3361.0,19329.0,129.94096056487086,59.15,los_angeles,Los Angeles,LAX,0.2337299554254062,0.0093175828420712,0.2388940223185727,0.2980304386750224,0.0720366833370298,0.0888221423768262,0.1401628179956915,14.02%,23.4%,$0k,"3,361","19,329",16.896597701517244,2551,653.05,1352,52.99882399059192,0.1545643975054319
92618,92618,B5,G6350,S,53592089,0,33.6673066,-117.7335801,53.592089,33.667308589327575,-117.7335769617936,63.64229717725395,0.0850718035942591,172.51490984743413,6830.0,59386.0,127.44418303977665,62.8,los_angeles,Los Angeles,LAX,0.0850718035942591,0.0091385482149055,0.485464496410548,0.3176365264100268,0.0391751916091571,0.1008929629098276,0.0997663794347703,9.98%,8.5%,$0k,"6,830","59,386",52.96315764214188,98556,24265.800000000003,47412,48.10666017289663,0.3146989779280945
90211,90211,B5,G6350,S,1813406,0,34.0649562,-118.3829813,1.813406,34.064956251064515,-118.38298127735312,12.908915930539964,0.2304393141868636,425.0344422700587,1077.0,9208.0,593.9100234586188,29.766666666666666,los_angeles,Los Angeles,LAX,0.2304393141868636,0.0425870781642369,0.0765512829625417,0.1401969561324977,0.0965180675174462,0.0196551865088174,0.0954315550828782,9.54%,23.0%,$0k,"1,077","9,208",20.139634356383123,10730,2750.1,5703,53.15004659832246,0.1484139493233547
90265,90265,B5,G6350,S,287514072,18899707,34.0702448,-118.8510422,287.514072,34.07019699299227,-118.84570759713309,55.4919340612581,0.3536820701066978,378.9732673267327,2917.0,16652.0,10.145590369573284,67.55,los_angeles,Los Angeles,LAX,0.3536820701066978,0.0007275025391475,0.207335276139029,0.3431512981199641,0.0860583608419855,0.1177528134014165,0.137410170269287,13.74%,35.4%,$0k,"2,917","16,652",19.21159331883992,6945,1805.5500000000002,3819,54.98920086393089,0.1647630517288431
91361,91361,B5,G6350,S,74766396,1754605,34.1372832,-118.8820443,74.766396,34.14015067119179,-118.88398771067624,59.76335628851289,0.2393130926635684,316.61771037181995,2661.0,18753.0,35.59085554959744,55.13333333333333,los_angeles,Los Angeles,LAX,0.2393130926635684,0.0025520878371374,0.1891392423057786,0.2764547896150403,0.0718984781178503,0.0764272507010961,0.1153928154461365,11.54%,23.9%,$0k,"2,661","18,753",22.488107279173068,15025,3917.95,8321,55.3810316139767,0.1701369441189336
92694,92694,B5,G6350,S,104000772,0,33.5150098,-117.5806134,104.000772,33.51501347334939,-117.58063148159856,85.57531478523488,0.1379452013350195,220.5450507614213,5186.0,35074.0,49.86501446354648,76.41666666666667,los_angeles,Los Angeles,LAX,0.1379452013350195,0.0035756346664316,0.368611841637643,0.3907788719785138,0.0500820168510117,0.1527081267847997,0.1189254766111575,11.89%,13.8%,$0k,"5,186","35,074",18.11570803999193,4374,1134.5,2392,54.68678555098309,0.1500412785055384
92677,92677,B5,G6350,S,42595789,133550,33.5286538,-117.7012525,42.595789,33.52780904470872,-117.70522729194614,76.65610466477543,0.1017192601305645,163.24667908131596,7583.0,64259.0,178.02229229748508,71.23333333333333,los_angeles,Los Angeles,LAX,0.1017192601305645,0.0127653162559865,0.5389864240528822,0.362936436884512,0.0370705345887195,0.1317228572184254,0.1214933615614234,12.15%,10.2%,$0k,"7,583","64,259",18.307276825441942,13588,3215.3999999999996,5886,43.3176332057698,0.1522830649079214
92861,92861,B5,G6350,S,5414805,237,33.8179855,-117.8112928,5.414805,33.81806055837619,-117.8102210983536,47.71866929026149,0.259970957873008,326.42296819787987,901.0,5814.0,166.39565044355243,56.05,los_angeles,Los Angeles,LAX,0.259970957873008,0.011931613025087,0.0640415097021821,0.2813786929274843,0.0741250848178323,0.0791739688335795,0.1137997031671697,11.38%,26.0%,$0k,901,"5,814",17.815710104419715,944,251.4,549,58.15677966101694,0.1459784021056834
90803,90803,B5,G6350,S,10517481,11946690,33.7541911,-118.1323626,10.517481,33.75466922819053,-118.13220270023294,34.64721142885262,0.1216169092027599,169.70248815165877,3342.0,31659.0,317.7566947827146,42.21666666666667,los_angeles,Los Angeles,LAX,0.1216169092027599,0.0227851503820661,0.2375435354325112,0.207072515666965,0.0385365386433631,0.0428790267446455,0.0954684339596965,9.55%,12.2%,$0k,"3,342","31,659",16.795354468424645,8049,1939.75,3662,45.4963349484408,0.1317109893219714
90274,90274,B5,G6350,S,31010576,2606409,33.7801,-118.3724118,31.010576,33.7776953152888,-118.37230179880414,32.74920532833048,0.3494381592745978,397.8874027993779,4778.0,24942.0,154.0764673316613,35.88333333333333,los_angeles,Los Angeles,LAX,0.3494381592745978,0.0110482502371508,0.3396119127159002,0.1730528200537153,0.0903534381887361,0.0299472785285435,0.1504813126802105,15.05%,34.9%,$0k,"4,778","24,942",17.508028940221198,6095,1528.85,3073,50.41837571780148,0.1627808010412112
92660,92660,B5,G6350,S,24899647,2908036,33.6346259,-117.8748825,24.899647,33.63379300925121,-117.8750507272244,57.65157481181058,0.3097211942504101,380.7398648648648,6346.0,35926.0,254.8630508697573,53.23333333333333,los_angeles,Los Angeles,LAX,0.3097211942504101,0.0182752811703008,0.451062619944559,0.2662488809310653,0.0864595249912975,0.0708884665970446,0.1873416555671416,18.73%,31.0%,$0k,"6,346","35,926",37.97556386764316,53553,14116.150000000001,30416,56.79607118181988,0.2835486471217866
90266,90266,B5,G6350,S,10485104,2857999,33.8917865,-118.4028145,10.485104,33.89161452251861,-118.403325620108,23.141362536127765,0.3092489547937786,420.0342342342343,6317.0,35123.0,602.473757055724,21.133333333333333,los_angeles,Los Angeles,LAX,0.3092489547937786,0.0432011516394643,0.449001350486886,0.093822739480752,0.095382605614111,0.008802706443673,0.1343001281564848,13.43%,30.9%,$0k,"6,317","35,123",23.33709567823934,18143,4686.25,9824,54.14760513696743,0.1838355424694391
90275,90275,B5,G6350,S,35048238,8379635,33.7531341,-118.3679729,35.048238,33.75155148210582,-118.3670532752968,35.315838842530844,0.1622871919848071,220.10263157894732,6261.0,41941.0,178.63950821151124,50.21666666666667,los_angeles,Los Angeles,LAX,0.1622871919848071,0.0128095745128547,0.4450209680858625,0.2500447627573858,0.0499815510057099,0.0625223833823973,0.1272854592476462,12.73%,16.2%,$0k,"6,261","41,941",16.410242257822667,5865,1431.75,2760,47.05882352941176,0.1456939409129364
92620,92620,B5,G6350,S,15307083,0,33.7066009,-117.7569481,15.307083,33.706602067376224,-117.75694813085364,59.12595308390192,0.0741372243041105,151.04147812971345,7028.0,61110.0,459.13385326257134,58.96666666666667,los_angeles,Los Angeles,LAX,0.0741372243041105,0.0329227804287139,0.4995379913284526,0.2970456580125336,0.03429894176622,0.088236122944099,0.1036599034927651,10.37%,7.4%,$0k,"7,028","61,110",17.092550559284582,7099,1742.4499999999998,3388,47.72503169460487,0.1372927045428054
90064,90064,B5,G6350,S,9646305,3034,34.0353095,-118.4264862,9.646305,34.035820377515456,-118.42649926479282,16.940762263494413,0.2579634471527726,333.2980614973262,3723.0,25956.0,385.95089000399634,23.366666666666667,los_angeles,Los Angeles,LAX,0.2579634471527726,0.0276751024076667,0.2646243514109034,0.1058191584601611,0.0756863011647256,0.0111976942972166,0.1107489693465954,11.07%,25.8%,$0k,"3,723","25,956",28.22538585173733,29287,7668.45,16377,55.91900843377607,0.1965014139319843
90402,90402,B5,G6350,S,5289316,326896,34.034666,-118.5040391,5.289316,34.03496489686088,-118.5046648156286,24.120879268288487,0.5760411519909487,665.1147572815534,2194.0,11816.0,414.79843518519215,29.6,los_angeles,Los Angeles,LAX,0.5760411519909487,0.0297436525464968,0.1559456962115289,0.1393017009847806,0.1510362094593787,0.0194049638972532,0.1673953663838991,16.74%,57.6%,$1k,"2,194","11,816",19.951895162564902,1692,471.4,1088,64.30260047281324,0.183457159004774
90210,90210,B5,G6350,S,27838093,139467,34.1005166,-118.4146299,27.838093,34.10251109811895,-118.41507460054083,16.745822784963316,0.667272823610157,664.8718715393134,3437.0,19180.0,123.46391687102992,38.333333333333336,los_angeles,Los Angeles,LAX,0.667272823610157,0.0088531381363624,0.2442959698628189,0.1862130707251566,0.1509810542527951,0.0346753077088922,0.1960869849568901,19.61%,66.7%,$1k,"3,437","19,180",27.54872105130814,30580,7766.0,15895,51.97841726618705,0.2357870977349857
92673,92673,B5,G6350,S,26689348,27169,33.4669078,-117.614016,26.689348,33.46607136229712,-117.61205590261424,87.50617312170247,0.139788608952877,209.2398243045388,4127.0,30633.0,154.6309786211338,80.96666666666667,los_angeles,Los Angeles,LAX,0.139788608952877,0.0110880121786823,0.2933399673040017,0.4152193375111906,0.0475147928758495,0.172407098243232,0.1312219653367084,13.12%,14.0%,$0k,"4,127","30,633",16.712933666099733,11114,2583.5,4582,41.22728090696419,0.1491756509988528
90272,90272,B5,G6350,S,61670603,1423894,34.0925672,-118.5343628,61.670603,34.07936146461084,-118.5444964478431,27.871472047784124,0.6253648835951287,706.9885024154589,4295.0,21298.0,69.64420308976061,40.16666666666666,los_angeles,Los Angeles,LAX,0.6253648835951287,0.0049939266951541,0.3052811145070723,0.1960608773500447,0.1605450222945388,0.0384398676272692,0.1913406861852438,19.13%,62.5%,$1k,"4,295","21,298",20.75441194525892,5735,1568.0500000000002,3539,61.70880557977332,0.1994424028189165
91362,91362,B5,G6350,S,49181589,0,34.1924314,-118.8194861,49.181589,34.19243488202666,-118.81948783665872,55.24843216756689,0.1403871268769842,215.1597868760516,4532.0,36770.0,92.14830370771467,54.53333333333333,los_angeles,Los Angeles,LAX,0.1403871268769842,0.0066076120248806,0.3221266614542611,0.2732318710832587,0.0488591153362278,0.0746556553756584,0.1076182620388357,10.76%,14.0%,$0k,"4,532","36,770",22.55031775732193,20872,5133.2,10012,47.968570333461095,0.1665607198060275
90069,90069,B5,G6350,S,5573187,0,34.0939535,-118.3815305,5.573187,34.09395380319442,-118.38153056612224,13.517289319841272,0.1826702126809473,273.37854346123726,3185.0,20045.0,571.4862967992999,35.93333333333333,los_angeles,Los Angeles,LAX,0.1826702126809473,0.0409791561520562,0.226384249058213,0.1733213965980304,0.0620796013016932,0.0300403065186917,0.1144459114475144,11.44%,18.3%,$0k,"3,185","20,045",25.22167938769458,18721,5042.549999999999,11172,59.67629934298382,0.1833313526622301
92672,92672,B5,G6350,S,92108427,2049819,33.3729358,-117.5209627,92.108427,33.383247847173386,-117.54228468864058,98.69896857811749,0.1003446996447,155.66552486187845,3518.0,38020.0,38.19411659261101,152.0957398456917,los_angeles,Los Angeles,LAX,0.1003446996447,0.0027387580012056,0.2500533086928708,0.7972913510064012,0.0353489838576686,0.6356734983896125,0.1215502702353285,12.16%,10.0%,$0k,"3,518","38,020",15.320801690574651,10405,2341.35,3903,37.51081210956271,0.1373791435705375
92651,92651,B5,G6350,S,57122661,7243869,33.5714801,-117.7728894,57.122661,33.56076181891894,-117.77456958215552,69.74868015595843,0.3378032821667105,359.7068010075567,4284.0,23981.0,74.99650620267848,61.6,los_angeles,Los Angeles,LAX,0.3378032821667105,0.0053777204383564,0.3044992536782998,0.3111906893464637,0.0816832751734332,0.0968396451359272,0.1703411755280109,17.03%,33.8%,$0k,"4,284","23,981",17.659819264323133,9261,2255.95,4334,46.79840190044271,0.1734696840856211
90067,90067,B5,G6350,S,1114110,0,34.0564373,-118.4136903,1.11411,34.05643734140253,-118.41369041208144,15.667584209978784,0.99951045711716,1267.6296103896104,533.0,2653.0,478.40877471703874,27.73333333333333,los_angeles,Los Angeles,LAX,0.99951045711716,0.0343049133346558,0.0378847110668846,0.1292748433303491,0.287857049111705,0.0167119851180863,0.1635790601317161,16.36%,100.0%,$1k,533,"2,653",35.85746530262994,31635,9699.25,24770,78.29935198356252,0.2610768565790077
92625,92625,B5,G6350,S,6625815,908602,33.601966,-117.8642535,6.625815,33.601075853942184,-117.86618554534526,61.09283812523267,0.5467290348880777,622.8019480519481,2455.0,12546.0,370.5204567287194,55.766666666666666,los_angeles,Los Angeles,LAX,0.5467290348880777,0.0265686434457932,0.1744971213305849,0.2798567591763652,0.14142769266186,0.0783198056566981,0.2179992408307479,21.8%,54.7%,$1k,"2,455","12,546",15.810407596118164,3313,817.55,1603,48.3851494114096,0.1880516583959647
92663,92663,B5,G6350,S,8523401,3485536,33.6252036,-117.9287666,8.523401,33.62211806839955,-117.93242140773172,55.7995300172503,0.2310763191660706,293.8668986083499,3364.0,21886.0,394.67813376374056,54.833333333333336,los_angeles,Los Angeles,LAX,0.2310763191660706,0.028300900588324,0.2391072570900561,0.2748433303491495,0.0667321570683479,0.0755388562374117,0.150803138085793,15.08%,23.1%,$0k,"3,364","21,886",15.94450477021584,11764,2654.4,4449,37.818769126147565,0.1551240928939757
92661,92661,B5,G6350,S,1679631,3132323,33.6035935,-117.9126723,1.679631,33.599799449495414,-117.9015958132088,59.40693036255213,0.3282011901750141,394.7578947368421,853.0,3300.0,507.849640784196,62.11666666666667,los_angeles,Los Angeles,LAX,0.3282011901750141,0.0364160083067922,0.0606297533584476,0.3139659803043867,0.0896427803209572,0.0985746367884945,0.1477370788363526,14.77%,32.8%,$0k,853,"3,300",14.945851500927423,970,239.7,471,48.55670103092783,0.1485977969228134
90077,90077,B5,G6350,S,18807577,350034,34.108023,-118.4569641,18.807577,34.10540597358441,-118.45595570806869,20.424209953060423,0.5366372799588014,599.1013089005236,1535.0,7868.0,81.6160423003984,33.78333333333333,los_angeles,Los Angeles,LAX,0.5366372799588014,0.0058523827442102,0.1091051247423413,0.1617726051924798,0.1360456820238365,0.0261703757907619,0.1357390217381332,13.57%,53.7%,$1k,"1,535","7,868",20.152380261254084,2308,642.4,1481,64.1681109185442,0.168631412175337
91302,91302,B5,G6350,S,71094709,116015,34.1225565,-118.6698213,71.094709,34.12298146883412,-118.67190818102851,40.21126001902951,0.2399123227405219,341.43988195615515,4213.0,26318.0,59.25898086171223,47.016666666666666,los_angeles,Los Angeles,LAX,0.2399123227405219,0.0042492410469758,0.2994526974198592,0.2328558639212175,0.0775351696295097,0.0542218533624965,0.1244394071389746,12.44%,24.0%,$0k,"4,213","26,318",28.064021311983105,24045,6598.549999999999,14959,62.21251819505095,0.2025398101294028
91011,91011,B5,G6350,S,29166369,52803,34.2179351,-118.2022546,29.166369,34.2175621307437,-118.20343315671184,18.75720201620827,0.2549630219606159,362.888689217759,3383.0,20389.0,115.98975518687294,44.61666666666667,los_angeles,Los Angeles,LAX,0.2549630219606159,0.0083171938093047,0.2404577439761177,0.2199641897940913,0.0824058276787432,0.048384244791771,0.1283467361185928,12.83%,25.5%,$0k,"3,383","20,389",16.530537747297966,5164,1274.1999999999998,2498,48.373353989155696,0.1468260567957862
91436,91436,B5,G6350,S,13521165,141227,34.1495876,-118.4897076,13.521165,34.152154680379375,-118.49053466618136,25.29914257091396,0.4834002537136452,646.3570806100217,2414.0,16190.0,178.5349117476194,32.483333333333334,los_angeles,Los Angeles,LAX,0.4834002537136452,0.0128020742895759,0.1715829127869784,0.1547896150402864,0.1467766612359833,0.02395982492432,0.1498556105336634,14.99%,48.3%,$1k,"2,414","16,190",28.544625868289568,16728,4963.2,12270,73.35007173601149,0.2176509346082795
92648,92648,B5,G6350,S,20808777,6275485,33.6790445,-118.0130105,20.808777,33.67791625683341,-118.01167972633246,46.80835138054353,0.0942116345552499,156.0723650385604,4917.0,45667.0,236.29452129743137,51.9,los_angeles,Los Angeles,LAX,0.0942116345552499,0.0169438009981251,0.3494917904612979,0.2590868397493285,0.0354413703180036,0.0671259905312942,0.09638709502842,9.64%,9.4%,$0k,"4,917","45,667",17.1942642038231,15518,3478.8999999999996,5756,37.092408815569016,0.1341648685333255
90254,90254,B5,G6350,S,3702205,1551783,33.8642586,-118.3993032,3.702205,33.864808466325115,-118.39927195164287,25.29931271933728,0.1786894112770731,273.0513888888889,3506.0,19551.0,947.0032048468412,25.58333333333333,los_angeles,Los Angeles,LAX,0.1786894112770731,0.0679060765328291,0.2492003696069372,0.1177260519247985,0.0620053100820595,0.0138594233018003,0.103967844952989,10.4%,17.9%,$0k,"3,506","19,551",17.013725729159205,6219,1537.4499999999998,3023,48.60910114166265,0.1370525511222905
90024,90024,B5,G6350,S,7702301,0,34.0656447,-118.4352837,7.702301,34.06564495907017,-118.43528344929926,17.712021013072277,0.3410547565879206,455.7036759700477,3444.0,50392.0,447.13910817040255,26.78333333333333,los_angeles,Los Angeles,LAX,0.3410547565879206,0.0320626818841136,0.2447935176629469,0.1241718889883616,0.1034825270401948,0.015418658014938,0.1356379878941562,13.56%,34.1%,$0k,"3,444","50,392",29.3484947739644,25315,7080.049999999999,16414,64.83902824412404,0.2145614678169001
92679,92679,B5,G6350,S,65202073,60610,33.6494382,-117.561405,65.202073,33.652699769661425,-117.56062476764428,77.15030443394156,0.1396252598431539,232.41376712328767,5367.0,30971.0,82.31333381072102,78.91666666666667,los_angeles,Los Angeles,LAX,0.1396252598431539,0.0059023829241709,0.3814770061838083,0.4042076991942703,0.0527771997661699,0.1633838640879257,0.128386760885962,12.84%,14.0%,$0k,"5,367","30,971",18.160529217030795,2452,649.0,1406,57.34094616639478,0.154996026528135
92692,92692,B5,G6350,S,22259194,909266,33.6121754,-117.6404517,22.259194,33.6094955365917,-117.64393508642316,74.10976666223763,0.0793388387989576,135.4633505598622,5279.0,45977.0,237.16042907932783,66.48333333333333,los_angeles,Los Angeles,LAX,0.0793388387989576,0.0170058920235904,0.3752221195536285,0.3374216651745747,0.0307614148765122,0.1138533801291828,0.0997538656681521,9.98%,7.9%,$0k,"5,279","45,977",15.59264524843258,6569,1555.75,2852,43.41604506013092,0.1278401590762389
92675,92675,B5,G6350,S,34670210,0,33.4997737,-117.6537035,34.67021,33.499775829927664,-117.65370373756474,82.13945593578366,0.1224106310542715,171.71402688486265,2896.0,35099.0,83.52992381644069,71.93333333333334,los_angeles,Los Angeles,LAX,0.1224106310542715,0.0059896200672076,0.2058426327386452,0.3666965085049238,0.0389933247575152,0.1344663293497017,0.1023479792611783,10.23%,12.2%,$0k,"2,896","35,099",18.70227684983556,17507,4010.05,6920,39.527046324327415,0.1446853738797669
6831,6831,B5,G6350,S,71361614,1311247,41.0887241,-73.6588376,71.361614,41.08793066336534,-73.66080762242181,50.80986997750491,0.4946478338518638,794.1111416781293,2761.0,14681.0,38.69026841237083,66.78333333333333,new_york,New York,JFK,0.4946478338518638,0.002774335202288,0.1962470680218921,0.3390331244404655,0.1803290866958648,0.1149434594678641,0.182861146748411,18.29%,49.5%,$1k,"2,761","14,681",15.95312375049952,4227,1037.05,2015,47.66974213390111,0.1711961921267031
10028,10028,B5,G6350,S,817182,0,40.7764466,-73.9533832,0.817182,40.776446617851214,-73.95338348316952,8.350733268368202,0.2725114470821427,454.2012581168832,10097.0,45717.0,12355.876659055144,48.78333333333333,new_york,New York,JFK,0.2725114470821427,0.8859939456864815,0.7176771625559741,0.2423455684870187,0.1031413535884231,0.0587313745652963,0.2737759590623526,27.38%,27.3%,$0k,"10,097","45,717",15.478226852228442,15088,3226.8,4818,31.93266171792153,0.2142791137923185
10282,10282,B5,G6350,S,177847,0,40.7163808,-74.0150041,0.177847,40.716380819107,-74.01500407974702,0.8569966244838376,0.3860415053632319,821.3107476635514,1839.0,6450.0,10340.348726714536,47.65,new_york,New York,JFK,0.3860415053632319,0.7414679363476728,0.1307129149193261,0.2362578334825425,0.1865056529828879,0.0558177638818647,0.2253950763333318,22.54%,38.6%,$1k,"1,839","6,450",20.26526229511229,10949,2809.15,5834,53.283404877157736,0.2140238496422273
